"service_uploaded","device_urn","loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0"
"Jun 12, 2020 @ 09:35:23.000","safecast:678194983","46.555","15.635",,,3,3,3
"Jun 12, 2020 @ 09:25:08.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 12, 2020 @ 09:15:08.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 12, 2020 @ 09:14:12.000","safecast:3714913954","52.395","4.875",,,17,26,28
"Jun 12, 2020 @ 09:05:23.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 12, 2020 @ 09:01:21.000","note:dev:865284040097945","34.122","-118.261",,,"8.93","16.1","18.55"
"Jun 12, 2020 @ 09:01:16.000","note:dev:865284040097945","34.122","-118.261",,,"9.5","14.38","14.85"
"Jun 12, 2020 @ 08:55:08.000","safecast:678194983","46.555","15.635",,,2,2,2
"Jun 12, 2020 @ 08:54:13.000","safecast:3768313999","33.403","-117.595",,,7,9,10
"Jun 12, 2020 @ 08:51:54.000","note:dev:865284040095238","34.122","-118.261",,,"8.5","15.38","16.7"
"Jun 12, 2020 @ 08:51:48.000","note:dev:865284040095238","34.122","-118.261",,,"7.28","12.55","13.13"
"Jun 12, 2020 @ 08:51:43.000","note:dev:865284040095238","34.122","-118.261",,,"8.05","12.93","13.63"
"Jun 12, 2020 @ 08:50:00.000","note:dev:865284040102018","25.038","121.507",,,"13.35","19.43","21.3"
"Jun 12, 2020 @ 08:49:55.000","note:dev:865284040102018","25.038","121.507",,,"13.28","21.28","22.05"
"Jun 12, 2020 @ 08:44:10.000","safecast:3714913954","52.395","4.875",,,16,25,26
"Jun 12, 2020 @ 08:43:49.000","note:dev:865284040083945","35.665","139.705",,,"6.88","8.75","9.82"
"Jun 12, 2020 @ 08:43:44.000","note:dev:865284040083945","35.665","139.705",,,"6.15","8.75","9.53"
"Jun 12, 2020 @ 08:40:36.000","note:dev:865284040125720","37.739","-122.503",,,3,"8.4","10.73"
"Jun 12, 2020 @ 08:40:31.000","note:dev:865284040125720","37.739","-122.503",,,"3.85","9.15","10.73"
"Jun 12, 2020 @ 08:30:26.000","note:dev:865284040097879","34.065","-118.286",,,11,"16.33","18.43"
"Jun 12, 2020 @ 08:30:20.000","note:dev:865284040097879","34.065","-118.286",,,"10.03","18.5","18.9"
"Jun 12, 2020 @ 08:29:10.000","note:dev:865284040125878","34.483","136.163",,,"5.55","8.25","8.63"
"Jun 12, 2020 @ 08:29:04.000","note:dev:865284040125878","34.483","136.163",,,"4.6","6.23","6.53"
"Jun 12, 2020 @ 08:28:09.000","note:dev:865284040070785","34.122","-118.261",,,"7.98","15.1","17.65"
"Jun 12, 2020 @ 08:28:04.000","note:dev:865284040070785","34.122","-118.261",,,"7.93","12.23","12.53"
"Jun 12, 2020 @ 08:14:12.000","safecast:3714913954","52.395","4.875",,,20,31,33
"Jun 12, 2020 @ 07:44:24.000","safecast:3714913954","52.395","4.875",,,20,32,36
"Jun 12, 2020 @ 07:40:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 12, 2020 @ 07:21:07.000","note:dev:865284040101085","34.172","-118.057",,,3,"4.5",5
"Jun 12, 2020 @ 07:21:02.000","note:dev:865284040101085","34.172","-118.057",,,"4.2","6.7","6.85"
"Jun 12, 2020 @ 07:20:56.000","note:dev:865284040101085","34.172","-118.057",,,"4.13","4.97","4.97"
"Jun 12, 2020 @ 07:20:51.000","note:dev:865284040101085","34.172","-118.057",,,"2.38","2.9",3
"Jun 12, 2020 @ 07:20:46.000","note:dev:865284040101085","34.172","-118.057",,,"1.63",2,2
"Jun 12, 2020 @ 07:14:13.000","safecast:3714913954","52.395","4.875",,,23,36,42
"Jun 12, 2020 @ 07:10:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 12, 2020 @ 07:01:51.000","safecast:4267748403","34.122","-118.261","17.334","84.33",8,12,13
"Jun 12, 2020 @ 07:01:07.000","note:dev:865284040097945","34.122","-118.261",,,"6.63","11.38","11.45"
"Jun 12, 2020 @ 07:01:02.000","note:dev:865284040097945","34.122","-118.261",,,"7.48","13.9","15.7"
"Jun 12, 2020 @ 06:56:31.000","safecast:3709008148","42.565","-70.784","20.494","89.643",273,273,273
"Jun 12, 2020 @ 06:44:13.000","safecast:3714913954","52.395","4.875",,,21,36,43
"Jun 12, 2020 @ 06:43:46.000","note:dev:865284040083945","35.665","139.705",,,"6.08","8.38","8.85"
"Jun 12, 2020 @ 06:43:41.000","note:dev:865284040083945","35.665","139.705",,,"3.6","4.75","4.75"
"Jun 12, 2020 @ 06:43:36.000","note:dev:865284040083945","35.665","139.705",,,5,"5.78","5.78"
"Jun 12, 2020 @ 06:43:31.000","note:dev:865284040083945","35.665","139.705",,,"4.55","5.4","5.4"
"Jun 12, 2020 @ 06:41:46.000","note:dev:865284040125720","37.739","-122.503",,,3,"8.88","11.03"
"Jun 12, 2020 @ 06:41:41.000","note:dev:865284040125720","37.739","-122.503",,,"2.7","6.05","7.8"
"Jun 12, 2020 @ 06:40:08.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 12, 2020 @ 06:36:25.000","note:dev:865284040095238","34.122","-118.261",,,"6.53","10.63","10.88"
"Jun 12, 2020 @ 06:36:19.000","note:dev:865284040095238","34.122","-118.261",,,5,"7.13","7.53"
"Jun 12, 2020 @ 06:29:53.000","note:dev:865284040097879","34.065","-118.286",,,"9.88","15.55","16.48"
"Jun 12, 2020 @ 06:29:48.000","note:dev:865284040097879","34.065","-118.286",,,"5.38",9,"10.13"
"Jun 12, 2020 @ 06:29:01.000","note:dev:865284040125878","34.483","136.163",,,"5.25","7.88","8.1"
"Jun 12, 2020 @ 06:28:55.000","note:dev:865284040125878","34.483","136.163",,,"4.4","6.48","7.03"
"Jun 12, 2020 @ 06:28:06.000","note:dev:865284040070785","34.122","-118.261",,,"34.48","42.2","49.48"
"Jun 12, 2020 @ 06:28:01.000","note:dev:865284040070785","34.122","-118.261",,,"4.55","7.03","8.43"
"Jun 12, 2020 @ 06:14:12.000","safecast:3714913954","52.395","4.875",,,21,37,45
"Jun 12, 2020 @ 06:10:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 12, 2020 @ 06:00:07.000","safecast:1045649384","37.739","-122.503","15.564","86.005",8,11,12
"Jun 12, 2020 @ 05:44:13.000","safecast:3714913954","52.395","4.875",,,20,36,45
"Jun 12, 2020 @ 05:40:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 12, 2020 @ 05:28:05.000","safecast:1094924990","33.449","-117.649","20.22","63.564",6,9,10
"Jun 12, 2020 @ 05:14:17.000","safecast:3714913954","52.395","4.875",,,20,37,45
"Jun 12, 2020 @ 05:10:08.000","safecast:678194983","46.555","15.635",,,3,3,4
"Jun 12, 2020 @ 05:01:21.000","note:dev:865284040097945","34.122","-118.261",,,"3.05","4.8","7.25"
"Jun 12, 2020 @ 05:01:16.000","note:dev:865284040097945","34.122","-118.261",,,"3.5","6.25","7.33"
"Jun 12, 2020 @ 04:49:47.000","note:dev:865284040102018","25.038","121.507",,,"20.4","32.08","36.17"
"Jun 12, 2020 @ 04:49:42.000","note:dev:865284040102018","25.038","121.507",,,"19.08","29.75","32.75"
"Jun 12, 2020 @ 04:44:12.000","safecast:3714913954","52.395","4.875",,,20,35,44
"Jun 12, 2020 @ 04:40:08.000","safecast:678194983","46.555","15.635",,,5,6,6
"Jun 12, 2020 @ 04:38:41.000","note:dev:865284040125720","37.739","-122.503",,,"1.45","3.6","4.88"
"Jun 12, 2020 @ 04:38:35.000","note:dev:865284040125720","37.739","-122.503",,,"0.88","3.63","3.88"
"Jun 12, 2020 @ 04:34:35.000","note:dev:865284040095238","34.122","-118.261",,,"2.95","4.5","4.5"
"Jun 12, 2020 @ 04:34:30.000","note:dev:865284040095238","34.122","-118.261",,,"2.73","4.58","4.75"
"Jun 12, 2020 @ 04:29:59.000","note:dev:865284040097879","34.065","-118.286",,,"4.63","7.35","7.35"
"Jun 12, 2020 @ 04:29:54.000","note:dev:865284040097879","34.065","-118.286",,,"3.48","5.33","6.08"
"Jun 12, 2020 @ 04:28:57.000","note:dev:865284040125878","34.483","136.163",,,"3.88","6.15","7.2"
"Jun 12, 2020 @ 04:28:52.000","note:dev:865284040125878","34.483","136.163",,,"3.2","4.35","5.13"
"Jun 12, 2020 @ 04:27:43.000","note:dev:865284040070785","34.122","-118.261",,,"11.85","12.78","13.33"
"Jun 12, 2020 @ 04:27:38.000","note:dev:865284040070785","34.122","-118.261",,,"1.93","3.25","3.63"
"Jun 12, 2020 @ 04:26:27.000","note:dev:865284040083945","35.665","139.705",,,"4.33","5.48","5.6"
"Jun 12, 2020 @ 04:26:22.000","note:dev:865284040083945","35.665","139.705",,,"2.95","4.7","4.7"
"Jun 12, 2020 @ 04:26:17.000","note:dev:865284040083945","35.665","139.705",,,"4.55","5.08","5.28"
"Jun 12, 2020 @ 04:26:11.000","note:dev:865284040083945","35.665","139.705",,,"4.68","6.28","6.53"
"Jun 12, 2020 @ 04:14:20.000","safecast:3714913954","52.395","4.875",,,17,32,36
"Jun 12, 2020 @ 04:10:08.000","safecast:678194983","46.555","15.635",,,2,2,3
"Jun 12, 2020 @ 03:52:19.000","safecast:114699387","34.134","-118.382","21.623","39.766",3,4,5
"Jun 12, 2020 @ 03:51:42.000","safecast:1238569003","37.523","139.939","46.984","-14.002",0,0,0
"Jun 12, 2020 @ 03:50:54.000","safecast:129232559","37.443","-122.128","20.67","42.722",0,0,0
"Jun 12, 2020 @ 03:44:13.000","safecast:3714913954","52.395","4.875",,,15,28,32
"Jun 12, 2020 @ 03:40:08.000","safecast:678194983","46.555","15.635",,,2,2,2
"Jun 12, 2020 @ 03:26:20.000","note:dev:865284040083945","35.665","139.705",,,3,"4.6","4.6"
"Jun 12, 2020 @ 03:14:13.000","safecast:3714913954","52.395","4.875",,,16,29,33
"Jun 12, 2020 @ 03:10:56.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 12, 2020 @ 03:01:24.000","note:dev:865284040097945","34.122","-118.261",,,"1.78","3.3","4.15"
"Jun 12, 2020 @ 03:01:18.000","note:dev:865284040097945","34.122","-118.261",,,"1.45","2.45","2.45"
"Jun 12, 2020 @ 02:44:24.000","safecast:3714913954","52.395","4.875",,,17,32,35
"Jun 12, 2020 @ 02:43:34.000","note:dev:865284040083945","35.665","139.705",,,"1.15","2.13","2.75"
"Jun 12, 2020 @ 02:43:28.000","note:dev:865284040083945","35.665","139.705",,,"1.15",2,2
"Jun 12, 2020 @ 02:43:23.000","note:dev:865284040083945","35.665","139.705",,,"2.25","3.08","3.08"
"Jun 12, 2020 @ 02:43:16.000","note:dev:865284040083945","35.665","139.705",,,"1.08","1.93",2
"Jun 12, 2020 @ 02:41:21.000","note:dev:865284040125720","37.739","-122.503",,,"0.9","2.23","3.25"
"Jun 12, 2020 @ 02:41:16.000","note:dev:865284040125720","37.739","-122.503",,,0,2,2
"Jun 12, 2020 @ 02:40:08.000","safecast:678194983","46.555","15.635",,,2,2,2
"Jun 12, 2020 @ 02:38:17.000","note:dev:865284040095238","34.122","-118.261",,,"1.68","2.68","2.68"
"Jun 12, 2020 @ 02:38:12.000","note:dev:865284040095238","34.122","-118.261",,,"0.68",1,"1.3"
"Jun 12, 2020 @ 02:30:44.000","note:dev:865284040097879","34.065","-118.286",,,"2.08","3.5","4.03"
"Jun 12, 2020 @ 02:30:39.000","note:dev:865284040097879","34.065","-118.286",,,"1.1","2.25","2.93"
"Jun 12, 2020 @ 02:29:22.000","note:dev:865284040125878","34.483","136.163",,,"3.08","4.7","4.93"
"Jun 12, 2020 @ 02:29:16.000","note:dev:865284040125878","34.483","136.163",,,"1.5","3.28","3.28"
"Jun 12, 2020 @ 02:28:45.000","note:dev:865284040070785","34.122","-118.261",,,"0.18","0.48","1.55"
"Jun 12, 2020 @ 02:28:39.000","note:dev:865284040070785","34.122","-118.261",,,"17.33","20.85","22.13"
"Jun 12, 2020 @ 02:28:34.000","note:dev:865284040070785","34.122","-118.261",,,1,"1.93","2.38"
"Jun 12, 2020 @ 02:14:09.000","safecast:3714913954","52.395","4.875",,,17,29,32
"Jun 12, 2020 @ 02:10:08.000","safecast:678194983","46.555","15.635",,,2,2,2
"Jun 12, 2020 @ 01:44:12.000","safecast:3714913954","52.395","4.875",,,18,33,39
"Jun 12, 2020 @ 01:40:08.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 12, 2020 @ 01:31:56.000","safecast:3856112813","47.612","-122.345","26.095","36.884",1,2,2
"Jun 12, 2020 @ 01:14:18.000","safecast:3714913954","52.395","4.875",,,18,31,36
"Jun 12, 2020 @ 01:10:09.000","safecast:678194983","46.555","15.635",,,2,2,3
"Jun 12, 2020 @ 00:44:13.000","safecast:3714913954","52.395","4.875",,,18,32,38
"Jun 12, 2020 @ 00:44:06.000","note:dev:865284040097945","34.122","-118.261",,,0,"0.6","0.6"
"Jun 12, 2020 @ 00:44:00.000","note:dev:865284040097945","34.122","-118.261",,,"1.08","1.63","1.63"
"Jun 12, 2020 @ 00:43:55.000","note:dev:865284040097945","34.122","-118.261",,,1,"1.63",2
"Jun 12, 2020 @ 00:43:50.000","note:dev:865284040097945","34.122","-118.261",,,1,"1.53","1.85"
"Jun 12, 2020 @ 00:42:42.000","note:dev:865284040095238","34.122","-118.261",,,1,"1.6","1.9"
"Jun 12, 2020 @ 00:42:37.000","note:dev:865284040095238","34.122","-118.261",,,"1.4","2.45","2.53"
"Jun 12, 2020 @ 00:40:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 12, 2020 @ 00:38:06.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.23","1.5"
"Jun 12, 2020 @ 00:38:01.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.85","0.85"
"Jun 12, 2020 @ 00:33:05.000","note:dev:865284040102018","25.038","121.507",,,"14.38","21.08","22.33"
"Jun 12, 2020 @ 00:33:00.000","note:dev:865284040102018","25.038","121.507",,,"8.75","14.08","15.53"
"Jun 12, 2020 @ 00:29:28.000","note:dev:865284040083945","35.665","139.705",,,"1.78","2.33","3.23"
"Jun 12, 2020 @ 00:29:23.000","note:dev:865284040083945","35.665","139.705",,,"1.93","2.25","2.25"
"Jun 12, 2020 @ 00:29:18.000","note:dev:865284040083945","35.665","139.705",,,"2.15","2.33","2.33"
"Jun 12, 2020 @ 00:29:13.000","note:dev:865284040083945","35.665","139.705",,,"1.63","2.3","2.3"
"Jun 12, 2020 @ 00:29:00.000","note:dev:865284040097879","34.065","-118.286",,,"0.93","1.83","2.13"
"Jun 12, 2020 @ 00:28:54.000","note:dev:865284040097879","34.065","-118.286",,,"0.93","1.7","2.9"
"Jun 12, 2020 @ 00:28:52.000","note:dev:865284040125878","34.483","136.163",,,"0.23","1.2","1.3"
"Jun 12, 2020 @ 00:28:49.000","note:dev:865284040097879","34.065","-118.286",,,"0.33","1.1","1.1"
"Jun 12, 2020 @ 00:28:47.000","note:dev:865284040125878","34.483","136.163",,,0,0,0
"Jun 12, 2020 @ 00:28:44.000","note:dev:865284040097879","34.065","-118.286",,,"1.75","2.3","2.63"
"Jun 12, 2020 @ 00:27:25.000","note:dev:865284040070785","34.122","-118.261",,,"0.08","0.75","0.75"
"Jun 12, 2020 @ 00:27:19.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.48",1
"Jun 12, 2020 @ 00:27:14.000","note:dev:865284040070785","34.122","-118.261",,,"0.23","0.55","0.93"
"Jun 12, 2020 @ 00:27:09.000","note:dev:865284040070785","34.122","-118.261",,,"0.6","1.4","1.8"
"Jun 12, 2020 @ 00:20:37.000","note:dev:865284040101085","34.172","-118.057",,,2,"2.38","2.38"
"Jun 12, 2020 @ 00:20:32.000","note:dev:865284040101085","34.172","-118.057",,,"2.98","4.58","4.58"
"Jun 12, 2020 @ 00:20:27.000","note:dev:865284040101085","34.172","-118.057",,,"2.15","2.78","2.88"
"Jun 12, 2020 @ 00:20:20.000","note:dev:865284040101085","34.172","-118.057",,,"2.45",3,3
"Jun 12, 2020 @ 00:14:22.000","safecast:3714913954","52.395","4.875",,,17,31,36
"Jun 12, 2020 @ 00:10:08.000","safecast:678194983","46.555","15.635",,,1,2,2
"Jun 11, 2020 @ 23:44:13.000","safecast:3714913954","52.395","4.875",,,18,31,36
"Jun 11, 2020 @ 23:43:57.000","note:dev:865284040097945","34.122","-118.261",,,"2.08","2.23","2.45"
"Jun 11, 2020 @ 23:43:52.000","note:dev:865284040097945","34.122","-118.261",,,"3.65","4.47","4.78"
"Jun 11, 2020 @ 23:43:46.000","note:dev:865284040097945","34.122","-118.261",,,"3.73","4.33","4.33"
"Jun 11, 2020 @ 23:43:41.000","note:dev:865284040097945","34.122","-118.261",,,"4.88","6.65","6.75"
"Jun 11, 2020 @ 23:40:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 11, 2020 @ 23:28:20.000","note:dev:865284040083945","35.665","139.705",,,"1.93","2.78","2.78"
"Jun 11, 2020 @ 23:26:54.000","note:dev:865284040070785","34.122","-118.261",,,"0.08","1.05","1.3"
"Jun 11, 2020 @ 23:26:49.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.08","0.08"
"Jun 11, 2020 @ 23:26:44.000","note:dev:865284040070785","34.122","-118.261",,,"0.75","0.98","0.98"
"Jun 11, 2020 @ 23:26:38.000","note:dev:865284040070785","34.122","-118.261",,,"22.93","26.58","28.53"
"Jun 11, 2020 @ 23:21:48.000","note:dev:865284040101085","34.172","-118.057",,,"4.03","4.85","5.08"
"Jun 11, 2020 @ 23:21:43.000","note:dev:865284040101085","34.172","-118.057",,,5,"6.1","6.18"
"Jun 11, 2020 @ 23:21:38.000","note:dev:865284040101085","34.172","-118.057",,,"5.15","5.48","7.15"
"Jun 11, 2020 @ 23:21:33.000","note:dev:865284040101085","34.172","-118.057",,,"3.68","4.45","4.45"
"Jun 11, 2020 @ 23:14:13.000","safecast:3714913954","52.395","4.875",,,18,30,34
"Jun 11, 2020 @ 23:10:08.000","safecast:678194983","46.555","15.635",,,3,3,4
"Jun 11, 2020 @ 22:52:07.000","safecast:4267748403","34.122","-118.261","51.643","-41.831",0,1,1
"Jun 11, 2020 @ 22:44:16.000","safecast:3714913954","52.395","4.875",,,18,28,32
"Jun 11, 2020 @ 22:43:54.000","note:dev:865284040097945","34.122","-118.261",,,"3.25","4.55","4.65"
"Jun 11, 2020 @ 22:43:49.000","note:dev:865284040097945","34.122","-118.261",,,"2.85","3.23","3.23"
"Jun 11, 2020 @ 22:43:44.000","note:dev:865284040083945","35.665","139.705",,,"3.9","5.68","6.5"
"Jun 11, 2020 @ 22:43:43.000","note:dev:865284040097945","34.122","-118.261",,,"2.05","3.35","3.35"
"Jun 11, 2020 @ 22:43:39.000","note:dev:865284040083945","35.665","139.705",,,"11.43","14.35","14.35"
"Jun 11, 2020 @ 22:43:38.000","note:dev:865284040097945","34.122","-118.261",,,"2.7","3.75","3.95"
"Jun 11, 2020 @ 22:40:08.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 11, 2020 @ 22:39:30.000","note:dev:865284040095238","34.122","-118.261",,,"2.08","3.78","3.78"
"Jun 11, 2020 @ 22:39:24.000","note:dev:865284040095238","34.122","-118.262",,,"5.23",7,"7.3"
"Jun 11, 2020 @ 22:38:10.000","note:dev:865284040125720","37.739","-122.503",,,0,"1.75","2.73"
"Jun 11, 2020 @ 22:29:20.000","note:dev:865284040125878","34.483","136.163",,,0,0,0
"Jun 11, 2020 @ 22:29:15.000","note:dev:865284040125878","34.483","136.163",,,0,0,0
"Jun 11, 2020 @ 22:28:15.000","note:dev:865284040097879","34.065","-118.286",,,"1.55","2.9","3.43"
"Jun 11, 2020 @ 22:28:10.000","note:dev:865284040097879","34.065","-118.286",,,2,"3.68","4.7"
"Jun 11, 2020 @ 22:28:05.000","note:dev:865284040097879","34.065","-118.286",,,"18.5","21.13","21.5"
"Jun 11, 2020 @ 22:27:59.000","note:dev:865284040097879","34.065","-118.286",,,"4.58","6.18","7.75"
"Jun 11, 2020 @ 22:26:27.000","note:dev:865284040070785","34.122","-118.261",,,0,"0.85","1.38"
"Jun 11, 2020 @ 22:21:29.000","note:dev:865284040070785","34.122","-118.261",,,"1.55","2.08","2.93"
"Jun 11, 2020 @ 22:21:24.000","note:dev:865284040070785","34.122","-118.261",,,"4.68","6.9","7.68"
"Jun 11, 2020 @ 22:21:08.000","note:dev:865284040101085","34.172","-118.057",,,"8.1","11.15","11.53"
"Jun 11, 2020 @ 22:21:03.000","note:dev:865284040101085","34.172","-118.057",,,"9.28","11.75","12.38"
"Jun 11, 2020 @ 22:20:57.000","note:dev:865284040101085","34.172","-118.057",,,"8.45","9.73","10.48"
"Jun 11, 2020 @ 22:20:52.000","note:dev:865284040101085","34.172","-118.057",,,"10.58","13.8","14.03"
"Jun 11, 2020 @ 22:14:19.000","safecast:3714913954","52.395","4.875",,,17,26,29
"Jun 11, 2020 @ 22:10:08.000","safecast:678194983","46.555","15.635",,,3,4,5
"Jun 11, 2020 @ 21:58:15.000","note:dev:865284040125720","37.739","-122.503",,,0,1,"1.95"
"Jun 11, 2020 @ 21:44:12.000","safecast:3714913954","52.395","4.875",,,17,26,29
"Jun 11, 2020 @ 21:43:55.000","note:dev:865284040097945","34.122","-118.261",,,"10.78","13.13","14.1"
"Jun 11, 2020 @ 21:43:50.000","note:dev:865284040097945","34.122","-118.261",,,"7.35","8.35","8.85"
"Jun 11, 2020 @ 21:43:44.000","note:dev:865284040097945","34.122","-118.261",,,"9.03","9.48","9.78"
"Jun 11, 2020 @ 21:43:39.000","note:dev:865284040097945","34.122","-118.261",,,"2.75","3.63","3.78"
"Jun 11, 2020 @ 21:40:09.000","safecast:678194983","46.555","15.635",,,4,6,7
"Jun 11, 2020 @ 21:27:49.000","note:dev:865284040097879","34.065","-118.286",,,"2.42","3.53","4.5"
"Jun 11, 2020 @ 21:27:44.000","note:dev:865284040097879","34.065","-118.286",,,"4.4","6.15","7.15"
"Jun 11, 2020 @ 21:27:38.000","note:dev:865284040097879","34.065","-118.286",,,3,"4.08","5.38"
"Jun 11, 2020 @ 21:27:33.000","note:dev:865284040097879","34.065","-118.286",,,"3.73","4.15","4.15"
"Jun 11, 2020 @ 21:20:46.000","note:dev:865284040101085","34.172","-118.057",,,"6.9","7.6","7.6"
"Jun 11, 2020 @ 21:20:41.000","note:dev:865284040101085","34.172","-118.057",,,"10.4","12.95","13.4"
"Jun 11, 2020 @ 21:20:35.000","note:dev:865284040101085","34.172","-118.057",,,"4.72","4.93","4.93"
"Jun 11, 2020 @ 21:20:30.000","note:dev:865284040101085","34.172","-118.057",,,"16.33","17.98","18.6"
"Jun 11, 2020 @ 21:14:15.000","safecast:3714913954","52.395","4.875",,,16,27,29
"Jun 11, 2020 @ 21:10:08.000","safecast:678194983","46.555","15.635",,,3,4,5
"Jun 11, 2020 @ 20:49:59.000","note:dev:865284040102018","25.038","121.507",,,14,"19.68","21.8"
"Jun 11, 2020 @ 20:49:54.000","note:dev:865284040102018","25.038","121.507",,,"10.88","16.1","16.1"
"Jun 11, 2020 @ 20:44:15.000","safecast:3714913954","52.395","4.875",,,18,27,30
"Jun 11, 2020 @ 20:44:13.000","safecast:3768313999","33.403","-117.595",,,0,1,1
"Jun 11, 2020 @ 20:43:53.000","note:dev:865284040097945","34.122","-118.261",,,"4.78","7.08","8.43"
"Jun 11, 2020 @ 20:43:48.000","note:dev:865284040097945","34.122","-118.261",,,"9.25","10.8","10.85"
"Jun 11, 2020 @ 20:43:43.000","note:dev:865284040097945","34.122","-118.261",,,"7.03","8.85","9.4"
"Jun 11, 2020 @ 20:43:37.000","note:dev:865284040097945","34.122","-118.261",,,"6.8","7.98","8.8"
"Jun 11, 2020 @ 20:43:13.000","note:dev:865284040083945","35.665","139.705",,,"13.13","17.2","18.58"
"Jun 11, 2020 @ 20:43:07.000","note:dev:865284040083945","35.665","139.705",,,"0.85","2.25","3.93"
"Jun 11, 2020 @ 20:40:08.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 11, 2020 @ 20:38:32.000","note:dev:865284040125720","37.739","-122.503",,,0,"0.7","2.13"
"Jun 11, 2020 @ 20:38:27.000","note:dev:865284040125720","37.739","-122.503",,,"0.33","2.25","3.4"
